"Hondo-SEADYN Project:  Rack 005971, File HSL Stemtbl ",,,,,,,Data checked: 2003 March 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Square plots 5m x 5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,1983,,,,,,Fallen Stems,,,,,,,,1983,,,,,,,          1983 Crown,,,,1983,1983,1991,2000,2000,,2000,,
,,,,DBH,1983 Base Coordinates (m),,,,Year,Length,Exit Coordinates (m),,,,Year,Uprooted,,Stem,       1983 Stem Lean,,       1991 Stem Lean,,       2000 Stem Lean,,Width (m),,Ht to crown,,BSD,Radial Inc.,DBH,DBH,Height,2000,Fire ,,Comments
Stand,Plot,Tag #,Species,(inches),N,S,E,W,Dead,(m),N,S,E,W,Fallen,/ Broken,Age,Height (m),AmtChar,Direction,AmtNum,Direction,AmtNum,Direction,N-S,E-W,bottom (m),Fill%,(cm),(cm),(cm),(cm),(m),Code,Code,Dummy,(year recorded)
6,0A,4962,A,1,1.9,.,.,1.9,1982,.,.,2.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.6,.,.,DD,.,X ,
6,0B,4959,W,1.6,.,0.4,1.3,.,1982,.,.,.,.,.,.,.,.,5,M,S,.,.,50,SW,.,.,.,.,.,.,4.2,4.2,.,DL,.,X ,
6,0B,4958,W,3.4,.,0.8,0.5,.,2001,.,.,.,.,.,.,.,.,10.9,S,SW,.,.,.,.,2.5,1.9,7.1,70,.,.,9.3,9.2,.,DB2,.,X ,
6,0B,4960,W,3.7,.,0.9,1.9,.,2001,.,.,.,.,.,.,.,.,11.3,O,Z,.,.,.,.,2.4,2.4,5.2,75,.,.,10.3,10.2,.,DB2,.,X ,
6,0A,4961,W,17.6,.,1.9,2,.,.,.,.,.,.,.,.,.,.,25.5,S,N,.,.,.,.,7.4,6.1,1.8,90,.,.,44.7,46.3,27.1,.,.,X ,
6,0B,4955,W,3.3,0.8,.,0.7,.,2001,.,.,.,.,.,.,.,.,10.1,O,Z,.,.,.,.,1.8,1.8,3.9,85,.,.,9.5,9.9,.,DD,.,X ,
6,0B,4956,W,2,1.5,.,0.3,.,1991,.,.,.,.,.,.,.,47,7.5,O,Z,.,.,.,.,1.5,1.8,4.6,10,.,2.15,4.8,.,.,DD,.,X ,
6,0B,4957,W,2.8,1.6,.,0.3,.,2001,.,.,.,.,.,.,.,56,9.6,S,SW,.,.,.,.,1.2,1.9,7,60,.,3.09,7.5,7.1,.,DB2,.,X ,
6,0C,4953,W,1.7,.,0.1,.,0.3,1982,.,.,.,.,.,.,.,.,7.8,O,Z,.,.,.,.,.,.,.,.,.,.,4.4,.,.,DD,.,X ,
6,0C,4952,W,1,.,0.2,.,0.6,1982,.,.,.,.,.,.,.,.,3.1,L,ENE,.,.,.,.,.,.,.,.,.,.,2.9,.,.,DD,.,X ,
6,0C,4946,W,1.4,.,0.2,0.3,.,1982,5.7,0,0,0.3,.,1988,B,.,5.6,S,SSW,.,.,.,.,.,.,.,.,.,.,3.5,.,.,DD,.,X ,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
6,0C,4947,W,1.5,.,0.2,0.9,.,1982,4.5,1.4,.,.,0.7,1984,U,.,5.3,M,NW,.,.,.,.,.,.,.,.,.,.,3.9,.,.,DD,.,X ,
6,0C,4948,W,2.1,.,0.2,1.9,.,1991,.,.,.,.,.,.,.,48,7.1,S,NE,.,.,45,SE,1.8,1,5.2,15,.,1.87,5.3,.,.,DL,.,X ,
6,0C,4950,W,1.2,.,0.3,2.4,.,1982,3.3,.,2.2,0,.,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.8,.,.,DD,.,X ,
6,0C,4949,W,2.1,.,0.6,2.2,.,1982,.,.,.,.,.,.,.,.,7.6,S,W,.,.,.,.,.,.,.,.,.,.,5.5,.,.,DD,.,X ,
6,0C,4945,W,1.4,.,1.3,1,.,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.7,.,.,DD,.,X ,
6,0C,4944,W,1.2,.,1.7,0.3,.,1982,4,0,.,1.4,.,1983,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
6,0C,4951,W,3.3,.,1.9,.,1.3,.,.,.,.,.,.,.,.,.,10.3,O,Z,.,.,.,.,1.6,2.3,7.7,45,.,.,8.8,8.5,.,DB2,.,X ,
6,0C,4937,W,3,0,.,0.3,.,.,.,.,.,.,.,.,.,.,9.3,O,Z,.,.,.,.,1.8,2,4.1,55,.,.,8.3,8.3,.,DB2,.,X ,
6,0C,4938,W,1.2,0.3,.,0.9,.,1982,.,.,.,.,.,.,.,.,4.1,M,N,.,.,.,.,.,.,.,.,.,.,3.3,.,.,DD,.,X ,
6,0C,4940,W,2.7,0.5,.,2,.,1985,9.2,0,0,1.5,.,1987,U,42,9.3,S,NW,.,.,.,.,2,1.9,6.4,80,.,2.49,7.2,.,.,.,.,X ,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
6,0C,4954,W,2,1,.,.,0.1,.,.,.,.,.,.,.,.,54,5.4,M,NE,.,.,10,NE,1.9,1.8,3.4,20,.,0.94,5.4,5.3,.,DL,.,X ,
6,0C,4939,W,2.9,1.1,.,0.8,.,1985,1.9,0.8,.,0,0,1987,U,52,10.6,S,N,.,.,.,.,1.5,1.8,5.6,75,.,2.92,7.4,.,.,.,.,X ,
6,0C,4941,W,4.5,1.1,.,2.4,.,1987,14.3,0,0,2.1,.,1987,B,.,14.6,S,SE,.,.,.,.,3.1,3.1,8.4,80,.,.,11.8,.,.,DD,.,X ,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
6,0C,4943,W,1.6,1.9,.,1.3,.,1982,4,.,0,0.8,.,1983,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
6,0C,4942,W,3.4,1.9,.,1.8,.,.,.,.,.,.,.,.,.,.,13,S,SSE,.,.,.,.,1.9,1.9,8.5,90,.,.,10.1,12,14.9,.,.,X ,
6,0D,4931,W,1.7,.,0.2,.,1.1,2001,.,.,.,.,.,.,.,59,4.3,O,Z,.,.,.,.,1.7,1.9,1.9,30,.,1.24,5,4.9,.,DD,.,X ,
6,0D,4932,W,3,.,1.1,.,0,2001,.,.,.,.,.,.,.,.,10.8,S,W,.,.,20,N,2.1,2.3,5.5,75,.,.,8.4,8.1,.,DB2,.,X ,
6,0D,4933,W,2.6,.,1.6,.,0.2,1991,.,.,.,.,.,.,.,57,9.8,O,Z,.,.,.,.,1.7,2.4,4.9,75,.,2.69,6.8,.,.,DS,.,X ,
6,0D,4934,W,3.6,.,2.4,.,0.3,.,.,.,.,.,.,.,.,.,9.2,S,N,.,.,.,.,1.8,3,2.7,65,.,.,9.7,9.8,6.8,LB,.,X ,
6,0D,4929,A,11.4,0.7,.,.,1.1,1982,4.7,.,0,2,.,1982,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
6,0D,4936,W,1.9,1.1,.,.,0.4,2001,.,.,.,.,.,.,.,60,5.6,S,NE,.,.,.,.,2,2,3.9,40,.,1.06,5.2,5.1,.,DD,.,X ,
6,0D,4935,W,1.5,1.5,.,.,0.4,1983,.,.,.,.,.,.,.,.,3.7,S,E,.,.,.,.,.,.,.,.,.,.,3.8,.,.,DS,.,X ,
6,0D,4930,A,7,1.9,.,1.5,.,1982,3.8,.,0,.,2.3,1982,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
