"Hondo-SEADYN Project:  Rack 005971, File HSL Stemtbl ",,,,,,,,Data checked: 2003 Feb 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Square plots 5m x 5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,1983,,,,,,Fallen Stems,,,,,,,,1983,,,,,,,        1983 Crown,,,,1983,1983,1991,2000,2000,,2000,,
,,,,DBH,1983 Base Coordinates (m),,,,Dead,Length,Exit Coordinates (m),,,,Year,Uprooted,,Stem,     1983 Stem Lean,,     1991 Stem Lean,,     2000 Stem Lean,,Width (m),,,,BSD,Radial Inc.,DBH,DBH,Height,2000,Fire ,,Comments
Stand,Plot,Tag #,Sp.,(inches),N,S,E,W,Yr.,(m),N,S,E,W,Fallen,/ Broken,Age,Height(m),AmtChar,Direction,AmtNum,Direction,AmtNum,Direction,N-S,E-W,Height(m),Fill%,(cm),(cm),(cm),(cm),(m),Code,Code,Dummy,(year recorded)
2,0B,5981,J,10.4,0.3,.,2,.,.,.,.,.,.,.,.,.,.,20,O,Z,.,.,.,.,7,5.4,2,60,32.1,.,27.8,29.7,22.4,.,.,X ,
2,0C,5982,J,1.6,1.2,.,.,1.9,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.8,3.7,1.8,DB1,.,X ,broken top (2000)
2,0D,6317,J,9.4,.,0.2,.,0.9,.,.,.,.,.,.,.,.,.,20,O,Z,.,.,.,.,6,3.9,5,70,27.5,.,24.8,27,20.1,.,.,X ,
2,0F,6318,J,10.4,.,0.3,2.4,.,.,.,.,.,.,.,.,.,.,19,O,Z,.,.,.,.,5,4,5,75,30.5,.,27.6,29.5,20.3,.,.,X ,
2,0G,6319,J,10.4,.,1.8,0,.,.,.,.,.,.,.,.,.,56,18,O,Z,.,.,.,.,4,3.6,4,65,29.5,.,28,30.3,20.6,.,.,X ,
2,0I,6325,J,8.4,.,0.5,0.6,.,.,.,.,.,.,.,.,.,56,20,S,W,.,.,.,.,3.8,4.5,8,60,25,.,23.3,25.5,21.6,.,.,X ,
2,0I,6320,J,5.2,.,1.7,.,1.2,2000,.,.,.,.,.,.,.,31,16,S,N,.,.,.,.,2.5,2,9.7,40,15.4,.,13.9,14,16.4,DS,.,X ,
2,0I,6324,J,3.9,.,2.4,1.5,.,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.8,10.5,6.8,DB2,.,X ,broken top (2000)
2,0I,6321,J,4.5,.,2.4,2.6,.,1984,.,.,.,.,.,.,.,.,4.8,S,W,.,.,.,.,2.5,1.5,4,10,14.8,.,11.7,11.8,4.5,DB2,.,X ,broken top (2000)
2,0I,6322,J,5.4,.,2.5,2,.,.,.,.,.,.,.,.,.,.,17,m,SE,.,.,.,.,1.5,2.7,12,30,16.2,.,15.3,15.8,17.5,.,.,X ,
2,0I,6323,J,6.3,.,2.6,1.6,.,.,.,.,.,.,.,.,.,.,17,S,N,.,.,.,.,2.5,4.6,11.5,40,20.8,.,17.7,18.8,18.4,.,.,X ,
2,0I,6326,J,3.6,0.7,.,.,1.4,1982,.,0.7,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.9,.,.,DD,.,X ,"no length, ""s"" shape (2000)"
2,0J,6327,J,10.6,.,1.5,.,2.1,.,.,.,.,.,.,.,.,.,20,O,Z,.,.,.,.,5.5,4.5,8,65,32,.,29.5,31.9,22.6,.,.,X ,
2,1A,6495,J,10.5,0.5,.,0.6,.,.,.,.,.,.,.,.,.,.,16.6,O,Z,.,.,.,.,6.8,4.5,4.8,30,32.2,.,28.5,31.2,19.9,.,.,X ,
2,1B,6494,J,9.7,0.5,.,2.4,.,.,.,.,.,.,.,.,.,58,19.6,O,Z,.,.,.,.,5.7,4,9.6,70,29.4,8.92,26.8,27.9,22.2,.,.,X ,
2,1B,6493,J,7.3,1,.,1.3,.,.,.,.,.,.,.,.,.,57,16.4,S,S,.,.,.,.,4.3,3.6,8,80,22.2,11.3,20.4,22.2,21.5,.,.,X ,
2,1E,6492,J,9.3,0.6,.,.,2.3,.,.,.,.,.,.,.,.,56,17,S,S,.,.,.,.,5,4.2,4,70,27.4,16.45,27,27.9,21,.,.,X ,
2,1G,6490,J,8.4,.,0.7,.,1.2,.,.,.,.,.,.,.,.,55,20.2,m,S,.,.,.,.,3.7,3.8,10.4,75,24.2,7.03,23.8,25.5,21.3,.,.,X ,"6490 and 89 joined (1G) (1991, 2000)"
2,1G,6489,J,9,.,0.7,.,1.5,.,.,.,.,.,.,.,.,41,20.2,O,Z,.,.,.,.,3.2,3.6,3.8,50,26.9,14.35,26.9,29.4,23.4,.,.,X ,
2,1G,6488,J,6.9,.,2.3,0.4,.,2000,.,.,.,.,.,.,.,57,16.6,m,SSE,.,.,.,.,3.2,3.6,10.4,20,20,3.54,19.9,18.9,15.7,DS,.,X ,
2,1G,6491,J,5,0.1,.,2.1,.,2000,.,.,.,.,.,.,.,46,9.2,m,W,.,.,.,.,3.4,3.3,5.2,65,15.4,.,14.2,12.8,8.4,DS,.,X ,
2,1G,6487,J,6.5,1.9,.,0.3,.,.,.,.,.,.,.,.,.,56,16.2,O,Z,.,.,.,.,2.6,2.6,11.2,80,20.5,5.9,19.9,20.5,19,.,.,X ,
2,1H,2388,J,8.2,.,0.8,1.9,.,.,.,.,.,.,.,.,.,56,17.6,S,S,.,.,.,.,4.8,3.4,8.4,70,24.2,6.86,28.9,22.9,20.3,.,.,X ,
2,1H,6486,J,4.3,0.1,.,.,0.6,2000,.,.,.,.,.,.,.,42,17,S,E,.,.,.,.,1.7,1.8,8,60,13.7,3.37,11.5,11.4,13.7,DB2,.,X ,
2,1H,6485,J,7.6,2.2,.,2.1,.,.,.,.,.,.,.,.,.,57,18.8,S,E,.,.,.,.,3.2,3,10.2,75,23.1,7.53,20.5,21.7,21,.,.,X ,
2,1H,2389,J,5.1,2.3,.,.,0.1,.,.,.,.,.,.,.,.,52,15.8,m,SE,.,.,.,.,2.1,2.1,12.2,70,15.1,5.05,13.5,13.7,15.3,.,.,X ,
2,1I,2383,J,9.1,.,1.2,1,.,.,.,.,.,.,.,.,.,56,20.4,S,E,.,.,.,.,4.4,4.5,11.6,80,26.7,13.95,25.8,27.1,22.5,.,.,X ,
2,1I,2384,J,4,.,1.7,0.7,.,1983,12.1,.,0,0.2,.,.,.,38,12,S,ESE,.,.,.,.,.,.,.,.,.,4.39,10.6,.,.,DD,.,X ,
2,1I,2385,J,7.1,.,2.5,1.4,.,.,.,.,.,.,.,.,.,54,18.8,O,Z,.,.,.,.,2.6,3.2,12.2,80,23.6,7.11,21,21.7,20.8,.,.,X ,
