STAND 1, SURVEY DATE: 1 May 1989, OBSERVER: G.H. La Roi (#1), ROWS: 0,4,6, DATA ENTRY: 21 Dec 1995   (note: GHLR used thermometer "Old #1"; all stands very dormant)

QUAD  0A    0C	  0E	0G    0I    0a	  0c	0e    0g    0i	  4A	4C    4E    4G	  4I	6I    6G    6E	  6C	6A    6i    6g	  6e	6c    6a    4a	  4c	4e    4g    4i

PIBA   3.0  27.0  10.0	15.0  15.0   0.0   0.0	 0.0   0.0   0.0   9.0	 8.0   4.0   6.0   8.0	 6.0  14.0   6.0   7.0	 8.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
PIGL   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   1.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
POTR   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.1   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ALCR   0.0   0.0   0.5	 0.01  2.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
AMAL   0.01  0.01  0.0	 0.0   0.01  0.0   0.0	 0.0   0.0   0.0   0.1	 0.01  0.1   0.01  0.0	 0.0   0.01  0.1   0.1	 0.01  0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ARUV  14.0   1.0  12.0	13.0   4.0   0.0   0.0	 0.0   0.0   0.0   8.0	 7.0   6.0  15.0  13.0	21.0  23.0  14.0  14.0	 9.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
PRPE   0.01  0.0   0.0	 0.01  0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
PRVI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ROAC   0.01  0.01  0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.01  0.01  0.1   0.01  0.01  0.0   0.01  0.01  0.0	 0.01  0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
RUID   0.0   0.0   0.0	 0.0   0.01  0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
SABE   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.01  0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
SHCA   0.0   0.0   0.1	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.01  0.0   0.01  0.1	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
SYAL   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
VAMY   0.01  0.01  0.01  0.01  0.1   0.0   0.0	 0.0   0.0   0.0   0.0	 0.01  0.1   0.5   0.01  0.1   0.1   0.01  0.1	 0.01  0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
VAVI   3.0   0.0   9.0	17.0   6.0   0.0   0.0	 0.0   0.0   0.0   2.0	 5.0   8.0   8.0  10.0	10.0   9.0   7.0   5.0	 5.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ACMI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ANMU   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0

QUAD  0A    0C	  0E	0G    0I    0a	  0c	0e    0g    0i	  4A	4C    4E    4G	  4I	6I    6G    6E	  6C	6A    6i    6g	  6e	6c    6a    4a	  4c	4e    4g    4i
ANPA   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ANRA   0.0   0.0   0.0	 1.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   1.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ARCA   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ASLA   0.01  0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.1   0.0   0.0	 0.0   0.0   0.01  0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
CARO   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
EPAN   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ERGL   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
FRVI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
GABO   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.01  0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
GELI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
HIUM   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
LAOC   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
