STAND 6, SURVEY DATE: 05 Aug 1983, OBSERVERS: G.H. La Roi (#1), ROWS: 0,2,4A-G, M.S. Ross (#3), ROWS: 4I,6,8, DATA ENTRY: 08 Dec 2004 (note: GHLR used soil thermometer "M", MSR used #1#;
"'M' reads __ high"; MSR estimates of LOIN cover"too low?"; "replace max-min")

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

ABBA   0.0   8.0   9.0   0.0   0.0   7.0   5.0  12.0   3.0  12.0   5.0  20.0  13.0  25.0   4.0  12.0   1.0  10.0  10.0   3.0   2.0   5.0  10.0   8.0   0.0   0.0   0.0   0.0   0.0   0.0
BEPA   0.0   0.0   0.0   0.0   0.0   3.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   8.0   5.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
PIGL  60.0  20.0  38.0  55.0  20.0  22.0  15.0  13.0   4.0   4.0   5.0  20.0  19.0   9.0   0.0  15.0  22.0  20.0  20.0   3.0  20.0   2.0   5.0   1.0  15.0   0.0   0.0   0.0   0.0   0.0
POBA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   5.0   0.0   0.0   0.0   0.0   0.0
POTR   0.0  13.0   4.0   0.1  14.0  17.0  30.0  16.0   0.5   6.0   5.0   8.0   0.5   0.0  10.0  20.0   0.0   0.0  25.0  35.0   0.0  15.0   0.0   0.0  25.0   0.0   0.0   0.0   0.0   0.0
AMAL   1.0   0.0   0.01  0.0   0.0   2.0   1.0   0.0   0.1   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
LEGR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
LODI   0.5   0.0   0.0   0.5   1.0   0.0   0.5   0.0   0.0   0.0   0.01  0.01  0.01  0.0   0.0   0.0   0.0   0.01  1.0   0.1   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0
LOIN   4.0   3.0   5.0  10.0   8.0   8.0  10.0  10.0   4.0   9.0   7.0   3.0   4.0  10.0   7.0   1.0   1.0   1.0   0.0   7.0   0.01  0.0   0.0   1.0   1.0   0.0   0.0   0.0   0.0   0.0
PRPE   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   5.0   3.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RIGL   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RILA   0.01  0.01  0.5   0.0   0.0   0.0   0.5   1.0   0.0   0.1   0.0   0.01  0.1   0.1   0.01  0.0   0.1   0.0   0.01  0.0   0.1   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RITR   1.0   0.1   0.0   1.0   0.5   0.1   2.0   0.0   0.0   0.5   0.5   1.0   0.5   0.0   0.1   0.1   0.0   0.01  0.01  0.1   0.1   0.0   0.0   0.1   0.1   0.0   0.0   0.0   0.0   0.0
ROAC   4.0   0.5   2.0   2.0   2.0   3.0   4.0   3.0   4.0   1.0   3.0   1.0   3.0   0.1   2.0   0.5   1.0   1.0   0.5   0.5   1.0   0.5   0.5   0.1   3.0   0.0   0.0   0.0   0.0   0.0
RUID   1.0   0.0   0.0   0.5   2.0   0.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.5   0.1   0.01  0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SHCA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SYAL   1.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
VAVI   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
VIED   5.0   1.0   4.0   3.0   7.0   8.0   8.0   3.0   4.0   5.0   9.0   2.0   2.0   4.0   2.0   1.0   3.0   7.0   0.5   4.0   4.0   0.5   0.1   0.5   4.0   0.0   0.0   0.0   0.0   0.0
ACMI   0.1   0.0   0.0   0.0   0.1   0.1   0.0   0.0   0.1   0.0   0.1   0.1   0.01  0.1   0.01  0.01  0.1   0.1   0.0   0.0   0.01  0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0
ACRU   1.0   0.1   0.5   0.0   0.5   0.5   0.0   2.0   0.0   1.0   0.0   0.5   1.0   0.0   0.1   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.1   0.01  0.0   0.0   0.0   0.0   0.0
ARNU  16.0   8.0   9.0  10.0  11.0   6.0   7.0  10.0   3.0   3.0  15.0   5.0   3.0   1.0  10.0   3.0   2.0   0.0   0.1  10.0   0.01  0.0   0.0   0.01 10.0   0.0   0.0   0.0   0.0   0.0
ASCI   3.0   1.0   0.5   1.0   2.0   4.0   4.0   2.0   1.0   4.0   0.0   2.0   1.0   1.0   2.0   0.5   0.0   0.5   0.5   0.5   0.5   2.0   0.01  0.01  1.0   0.0   0.0   0.0   0.0   0.0
ASCO   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   2.0   1.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
AQBR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
COCA   7.0   3.0   7.0   3.0   7.0   2.0   6.0   4.0  12.0   5.0   7.0   6.0   4.0   4.0   4.0   1.0   1.0   1.0   0.5   2.0   0.5   0.5   0.1   0.1   2.0   0.0   0.0   0.0   0.0   0.0
COTR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
DITR   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
EPAN   3.0   0.0   0.0   0.0   0.5   2.0   0.0   0.5   1.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.1   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
FRVE   0.0   0.1   1.0   1.0   0.0   0.0   0.1   0.1   0.0   0.0   0.1   0.01  0.0   0.0   0.0   0.01  0.01  0.01  0.0   0.01  0.5   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0
FRVI   0.1   0.1   0.1   0.1   0.1   0.1   0.0   0.5   0.5   0.0   0.1   0.0   0.1   0.1   0.5   0.1   0.1   0.1   0.0   0.01  0.01  0.1   1.0   0.01  0.01  0.0   0.0   0.0   0.0   0.0
GABO   1.0   0.1   1.0   0.5   0.5   0.1   0.1   0.1   0.1   0.5   0.5   1.0   0.1   0.01  0.5   0.1   0.1   0.1   0.01  0.1   0.5   0.01  0.1   0.01  0.5   0.0   0.0   0.0   0.0   0.0
GATR   0.5   0.1   0.1   0.1   0.0   0.1   0.1   0.01  0.0   0.0   0.0   0.01  0.1   0.1   0.1   0.0   0.1   0.5   0.0   0.0   0.1   0.1   0.01  0.0   0.01  0.0   0.0   0.0   0.0   0.0
GORE   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.01  0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
HIUM   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.01  0.0   0.01  0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0
LAOC   1.0   0.0   0.1   0.1   0.5   1.0   0.5   0.1   0.1   0.1   0.1   0.0   0.0   0.0   0.01  0.0   0.0   0.01  0.0   0.1   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0
LIBO   4.0   8.0   2.0   3.0  10.0   7.0   3.0   1.0   5.0   4.0   5.0   3.0   5.0   5.0   7.0   1.0   6.0   5.0   2.0   3.0   0.5   3.0   2.0   1.0   8.0   0.0   0.0   0.0   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
MACA   2.0   1.0   1.0   0.5   1.0   1.0   2.0   0.1   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.01  0.01  0.0   0.0   0.01  0.01  0.0   0.0   0.0   0.0   0.0
MEPA  12.0   2.0   8.0   2.0   4.0   5.0   7.0   5.0   0.5   8.0   4.0   4.0   3.0   6.0   2.0   0.5   1.0   0.1   0.5   5.0   3.0   0.01  0.1   0.01  2.0   0.0   0.0   0.0   0.0   0.0
MINU   2.0   2.0   5.0   3.0   3.0   4.0   5.0   4.0   3.0   3.0   4.0   2.0   3.0   2.0   2.0   0.1   2.0   1.0   1.0   3.0   1.0   1.0   1.0   1.0   5.0   0.0   0.0   0.0   0.0   0.0
MOUN   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
PEPA   3.0   1.0   2.0   1.0   1.0   0.5   2.0   2.0   4.0   2.0   3.0   2.0   2.0   1.0   0.5   0.5   0.5   0.1   0.5   1.0   2.0   0.1   1.0   0.5   2.0   0.0   0.0   0.0   0.0   0.0
PYAS   1.0   0.1   0.5   0.0   0.5   0.5   0.1   0.0   1.0   0.1   0.0   0.1   0.1   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
ORSE   0.0   0.0   0.0   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
PYCH   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.01  0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RUPU   3.0   2.0   1.0   3.0   4.0   3.0   5.0   2.0   5.0   3.0   4.0   2.0   1.0   2.0   3.0   0.1   0.5   0.0   0.0   4.0   2.0   0.1   0.1   0.1   2.0   0.0   0.0   0.0   0.0   0.0
TRBO   0.0   0.5   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.1   0.1   0.0   0.0   0.0   0.1   0.01  0.1   0.0   0.01  0.01  0.01  0.0   0.01  0.01  0.0   0.0   0.0   0.0   0.0
VIAM   0.1   0.0   0.1   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
AGTR   0.01  0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
BRCI   0.1   0.0   0.01  0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CACA   1.0   0.01  0.5   0.1   1.0   0.5   2.0   1.0   0.5   0.5   1.0   0.5   0.5   0.1   1.0   0.1   0.5   0.5   0.0   0.0   0.5   0.01  1.0   0.01  0.5   0.0   0.0   0.0   0.0   0.0
ELGL   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
ELIN   0.0   0.01  0.0   0.1   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0
SCPU   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
EQAR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
