STAND 7, SURVEY DATE: 02 Aug 1987, OBSERVERS: D.A. Chesterman (#5), ROWS: 2,4,8, R.A. Ellis (#3), ROWS: 0,4,6, DATA ENTRY: 01 Dec 2002 (note: DAC used soil thermometer #J, RAE used #1;
RAE Row 4 data in columns 4a-4i and not used in mean species cover estimates; DAC says there is no METR in plot 4A; note huge difference in CXAQ between much higher DAC & lower RAE)

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

LALA   0.5   8.0   0.5   0.0   0.1   0.0   0.01 12.0   0.5   0.1   2.0   0.1   0.1   0.0   0.01  0.5   0.0   5.0   1.0   1.0   0.5   2.0   0.5   0.1   0.1   0.0   0.5   0.5   0.0   0.0
PIMA  20.0  10.0  17.0  22.0  20.0  18.0  25.0  18.0  28.0  20.0  25.0  30.0  10.0  25.0  11.0  20.0  22.0  17.0  20.0  20.0  17.0   5.0  13.0  20.0  20.0  17.0  20.0  13.0  22.0  17.0
ANPO   0.5   0.5   1.0   0.5   1.0   0.1   0.5   0.1   0.1   0.1   0.1   0.5   0.5   1.0   0.5   1.0   0.5   0.5   0.5   0.5   1.0   0.5   1.0   0.1   0.1   0.5   1.0   1.0   1.0   1.0
BEPU   2.0   1.0   1.0   1.0   1.0   2.0   0.5   3.0   0.5   0.5   0.5   1.0   4.0   1.0   4.0   2.0   1.0   2.0   2.0   1.0   5.0  10.0   8.0   1.0   2.0   1.0   1.0   3.0   1.0   3.0
LEGR   0.0   0.1   4.0   2.0   4.0   3.0   5.0   1.0   7.0   6.0   4.0   4.0   1.0   2.0   1.0   3.0   4.0   3.0   2.0   4.0   0.0   0.0   0.5   7.0   4.0   4.0   3.0   0.5   3.0   1.0
LOCA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
OXMI   0.1   0.5   0.5   0.5   1.0   0.5   0.5   0.1   0.5   0.1   0.1   0.5   0.5   0.5   1.0   0.1   1.0   0.5   0.0   1.0   0.0   0.0   0.0   0.5   0.01  0.5   1.0   0.5   1.0   1.0
SAAR   0.0   0.5   1.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   2.0   0.0
SABE   0.0   0.5   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
